customer_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
customer_id_16269,62,housemaid,married,illiterate,unknown,yes,no,cellular,jul,tue,2.933333333,7,999,0,nonexistent,1.43,46.959,-29.89,5.963,5228.1,0
customer_id_32849,41,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,2.633333333,2,999,0,nonexistent,-1.77,46.4465,-32.34,2.301,5099.1,0
customer_id_5417,46,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,5.966666667,2,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_6445,51,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,1.7,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_15253,52,blue-collar,married,unknown,unknown,no,no,cellular,jul,thu,4.85,2,999,0,nonexistent,1.43,46.959,-29.89,5.96,5228.1,0
customer_id_25334,40,admin.,married,high.school,no,yes,no,cellular,nov,tue,3.2,2,999,0,nonexistent,-0.07,46.6,-29.4,5.155,5195.8,0
customer_id_28344,37,services,married,high.school,unknown,yes,no,cellular,apr,wed,3.7,2,999,0,nonexistent,-1.77,46.5375,-32.97,2.447,5099.1,0
customer_id_27525,55,blue-collar,married,basic.4y,no,no,no,cellular,nov,fri,2.033333333,3,999,1,failure,-0.07,46.6,-29.4,5.023,5195.8,0
customer_id_5145,47,unemployed,married,university.degree,no,no,no,telephone,may,fri,3.183333333,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_15259,26,technician,single,basic.6y,no,yes,no,telephone,jul,thu,4.133333333,9,999,0,nonexistent,1.43,46.959,-29.89,5.96,5228.1,0
customer_id_9299,47,admin.,divorced,basic.9y,no,yes,no,telephone,jun,fri,4.35,2,999,0,nonexistent,1.43,47.2325,-29.26,5.969,5228.1,0
customer_id_19161,45,entrepreneur,married,professional.course,no,no,no,cellular,aug,tue,0.933333333,2,999,0,nonexistent,1.43,46.722,-25.27,5.97,5228.1,0
customer_id_971,35,management,single,unknown,no,yes,no,telephone,may,wed,6.183333333,2,999,0,nonexistent,1.13,46.997,-25.48,5.858,5191,0
customer_id_892,35,blue-collar,married,basic.9y,no,no,no,telephone,may,wed,4.716666667,2,999,0,nonexistent,1.13,46.997,-25.48,5.858,5191,0
customer_id_33036,37,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,3.566666667,2,999,0,nonexistent,-1.77,46.4465,-32.34,2.301,5099.1,0
customer_id_26813,34,services,married,basic.4y,unknown,no,no,cellular,nov,thu,13.55,2,999,0,nonexistent,-0.07,46.6,-29.4,5.078,5195.8,0
customer_id_12494,39,services,divorced,high.school,no,unknown,unknown,cellular,jul,mon,1.9,1,999,0,nonexistent,1.43,46.959,-29.89,5.962,5228.1,0
customer_id_33344,49,entrepreneur,divorced,basic.9y,no,no,no,cellular,may,tue,3.066666667,3,999,0,nonexistent,-1.77,46.4465,-32.34,2.293,5099.1,0
customer_id_33303,44,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,5.25,6,999,0,nonexistent,-1.77,46.4465,-32.34,2.293,5099.1,0
customer_id_33190,45,admin.,single,university.degree,no,yes,yes,cellular,may,tue,0.383333333,1,999,0,nonexistent,-1.77,46.4465,-32.34,2.293,5099.1,0
customer_id_13160,45,housemaid,married,basic.4y,no,no,yes,cellular,jul,wed,11.61666667,1,999,0,nonexistent,1.43,46.959,-29.89,5.964,5228.1,0
customer_id_4953,27,self-employed,single,university.degree,no,yes,no,telephone,may,wed,6.216666667,3,999,0,nonexistent,1.13,46.997,-25.48,5.86,5191,0
customer_id_36529,35,admin.,single,university.degree,no,no,no,cellular,jun,wed,4.233333333,1,999,2,failure,-2.87,46.4815,-28.56,2.262,5076.2,0
customer_id_37802,62,housemaid,divorced,professional.course,no,yes,no,cellular,aug,tue,3.1,3,999,1,failure,-2.87,46.1005,-21.98,1.84,5076.2,0
customer_id_40308,43,admin.,married,university.degree,no,yes,no,cellular,jul,fri,4.483333333,7,6,3,success,-1.67,47.1075,-28.21,1.898,4991.6,0
customer_id_19927,50,technician,married,university.degree,unknown,no,no,cellular,aug,fri,1.1,4,999,0,nonexistent,1.43,46.722,-25.27,5.968,5228.1,0
customer_id_11402,36,services,married,high.school,no,no,no,telephone,jun,fri,2.666666667,3,999,0,nonexistent,1.43,47.2325,-29.26,5.961,5228.1,0
customer_id_36845,40,admin.,single,university.degree,no,yes,no,cellular,jun,mon,5.3,3,999,0,nonexistent,-2.87,46.4815,-28.56,2.262,5076.2,0
customer_id_23359,55,unknown,married,basic.4y,unknown,no,no,cellular,aug,wed,0.816666667,2,999,0,nonexistent,1.43,46.722,-25.27,5.966,5228.1,0
customer_id_4612,40,admin.,married,high.school,no,no,no,telephone,may,tue,3.55,3,999,0,nonexistent,1.13,46.997,-25.48,5.858,5191,0
customer_id_36475,26,blue-collar,single,basic.9y,no,unknown,unknown,cellular,jun,wed,3.2,1,999,0,nonexistent,-2.87,46.4815,-28.56,2.262,5076.2,0
customer_id_39531,32,admin.,single,university.degree,no,yes,no,cellular,apr,tue,5.35,1,999,0,nonexistent,-1.77,46.8745,-24.22,1.648,5008.7,1
customer_id_21121,43,technician,married,professional.course,no,no,no,cellular,aug,mon,3.383333333,2,999,0,nonexistent,1.43,46.722,-25.27,5.965,5228.1,0
customer_id_31596,34,admin.,married,high.school,no,no,no,cellular,may,thu,3.116666667,1,999,0,nonexistent,-1.77,46.4465,-32.34,2.329,5099.1,0
customer_id_22898,60,retired,married,basic.4y,unknown,no,no,cellular,aug,mon,7.566666667,2,999,0,nonexistent,1.43,46.722,-25.27,5.967,5228.1,0
customer_id_30789,36,technician,single,professional.course,no,yes,no,cellular,may,tue,5.416666667,1,999,0,nonexistent,-1.77,46.4465,-32.34,2.346,5099.1,0
customer_id_15614,28,services,married,high.school,no,yes,yes,cellular,jul,mon,1.9,2,999,0,nonexistent,1.43,46.959,-29.89,5.962,5228.1,0
customer_id_21211,54,housemaid,married,basic.4y,unknown,no,no,cellular,aug,mon,9.75,2,999,0,nonexistent,1.43,46.722,-25.27,5.965,5228.1,0
customer_id_29364,47,blue-collar,married,unknown,no,no,no,cellular,apr,fri,1.983333333,2,999,0,nonexistent,-1.77,46.5375,-32.97,2.407,5099.1,0
customer_id_1220,44,entrepreneur,single,university.degree,no,yes,no,telephone,may,thu,3.4,1,999,0,nonexistent,1.13,46.997,-25.48,5.857,5191,0
customer_id_36705,27,technician,single,basic.9y,no,yes,no,cellular,jun,fri,1.716666667,2,999,0,nonexistent,-2.87,46.4815,-28.56,2.27,5076.2,1
customer_id_12600,25,services,single,high.school,no,no,no,cellular,jul,mon,1.733333333,1,999,0,nonexistent,1.43,46.959,-29.89,5.962,5228.1,0
customer_id_19386,32,admin.,single,university.degree,no,yes,no,cellular,aug,wed,1.2,1,999,0,nonexistent,1.43,46.722,-25.27,5.969,5228.1,0
customer_id_26689,36,self-employed,married,illiterate,no,yes,no,cellular,nov,thu,8.133333333,1,999,0,nonexistent,-0.07,46.6,-29.4,5.078,5195.8,1
customer_id_32642,33,technician,single,university.degree,no,yes,no,cellular,may,mon,1.566666667,1,999,0,nonexistent,-1.77,46.4465,-32.34,2.301,5099.1,0
customer_id_35885,30,admin.,single,university.degree,no,yes,no,cellular,may,fri,0.833333333,2,999,0,nonexistent,-1.77,46.4465,-32.34,2.261,5099.1,0
customer_id_36625,30,self-employed,single,professional.course,no,yes,no,cellular,jun,thu,3.45,1,999,0,nonexistent,-2.87,46.4815,-28.56,2.262,5076.2,0
customer_id_10160,41,services,single,high.school,no,yes,no,telephone,jun,thu,19.63333333,3,999,0,nonexistent,1.43,47.2325,-29.26,5.96,5228.1,0
customer_id_6011,35,services,married,high.school,no,yes,yes,telephone,may,tue,4.566666667,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_37089,38,admin.,married,high.school,no,yes,no,telephone,jul,tue,5.083333333,7,999,0,nonexistent,-2.87,46.2345,-23.52,1.939,5076.2,0
customer_id_9807,34,unknown,single,basic.6y,no,yes,no,telephone,jun,wed,1.033333333,2,999,0,nonexistent,1.43,47.2325,-29.26,5.961,5228.1,0
customer_id_20374,35,admin.,married,university.degree,no,no,no,cellular,aug,tue,2,1,999,0,nonexistent,1.43,46.722,-25.27,5.968,5228.1,0
customer_id_3125,34,housemaid,married,basic.4y,no,yes,no,telephone,may,thu,5.416666667,1,999,0,nonexistent,1.13,46.997,-25.48,5.862,5191,0
customer_id_29201,31,blue-collar,single,basic.9y,unknown,no,no,cellular,apr,fri,0.366666667,1,999,2,failure,-1.77,46.5375,-32.97,2.407,5099.1,0
customer_id_6977,48,admin.,divorced,basic.9y,no,yes,no,telephone,may,thu,0.933333333,2,999,0,nonexistent,1.13,46.997,-25.48,5.862,5191,0
customer_id_35702,44,services,single,high.school,no,yes,no,cellular,may,mon,0.6,2,999,0,nonexistent,-1.77,46.4465,-32.34,2.246,5099.1,0
customer_id_25482,50,admin.,single,professional.course,no,yes,no,cellular,nov,wed,8.833333333,1,999,0,nonexistent,-0.07,46.6,-29.4,5.122,5195.8,0
customer_id_39783,31,blue-collar,single,basic.9y,no,no,no,telephone,jun,tue,26.05,1,6,2,success,-1.67,47.0275,-27.86,1.704,4991.6,0
customer_id_16214,35,blue-collar,divorced,basic.9y,no,no,no,cellular,jul,tue,2.233333333,1,999,0,nonexistent,1.43,46.959,-29.89,5.963,5228.1,0
customer_id_2264,37,admin.,single,university.degree,no,yes,no,telephone,may,tue,2.55,1,999,0,nonexistent,1.13,46.997,-25.48,5.858,5191,0
customer_id_30127,26,technician,single,university.degree,no,yes,no,cellular,apr,thu,2.833333333,1,999,0,nonexistent,-1.77,46.5375,-32.97,2.367,5099.1,0
customer_id_18009,42,unemployed,divorced,university.degree,no,yes,no,cellular,jul,wed,0.3,1,999,0,nonexistent,1.43,46.959,-29.89,5.965,5228.1,0
customer_id_24782,36,blue-collar,married,professional.course,no,yes,yes,cellular,nov,tue,1.066666667,1,999,1,failure,-0.07,46.6,-29.4,5.155,5195.8,0
customer_id_4831,26,services,single,high.school,no,no,no,telephone,may,wed,4.333333333,1,999,0,nonexistent,1.13,46.997,-25.48,5.86,5191,0
customer_id_11507,28,management,single,university.degree,no,no,no,telephone,jun,fri,10.55,1,999,0,nonexistent,1.43,47.2325,-29.26,5.961,5228.1,0
customer_id_142,41,management,married,university.degree,no,yes,no,telephone,may,mon,3.216666667,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_20252,48,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,mon,1.816666667,1,999,0,nonexistent,1.43,46.722,-25.27,5.967,5228.1,0
customer_id_32520,38,admin.,married,university.degree,no,no,yes,telephone,may,fri,4.45,3,999,0,nonexistent,-1.77,46.4465,-32.34,2.315,5099.1,0
customer_id_7267,50,services,married,high.school,no,yes,no,telephone,may,thu,14.31666667,2,999,0,nonexistent,1.13,46.997,-25.48,5.862,5191,0
customer_id_28440,35,services,married,high.school,no,yes,no,cellular,apr,thu,3.933333333,1,999,1,failure,-1.77,46.5375,-32.97,2.437,5099.1,0
customer_id_17008,35,admin.,married,university.degree,no,no,no,cellular,jul,thu,3,3,999,0,nonexistent,1.43,46.959,-29.89,5.964,5228.1,0
customer_id_12035,41,self-employed,divorced,professional.course,no,yes,no,telephone,jun,thu,8.816666667,4,999,0,nonexistent,1.43,47.2325,-29.26,5.957,5228.1,0
customer_id_3179,39,self-employed,married,professional.course,no,yes,no,telephone,may,thu,1.333333333,1,999,0,nonexistent,1.13,46.997,-25.48,5.862,5191,0
customer_id_24986,37,management,married,high.school,no,yes,no,telephone,nov,tue,2.65,1,999,0,nonexistent,-0.07,46.6,-29.4,5.155,5195.8,0
customer_id_17995,57,services,married,basic.9y,no,yes,no,telephone,jul,wed,1.3,4,999,0,nonexistent,1.43,46.959,-29.89,5.965,5228.1,0
customer_id_4101,44,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,mon,8.383333333,2,999,0,nonexistent,1.13,46.997,-25.48,5.86,5191,0
customer_id_20740,33,technician,married,university.degree,no,yes,no,cellular,aug,wed,6.266666667,2,999,0,nonexistent,1.43,46.722,-25.27,5.967,5228.1,0
customer_id_32798,38,admin.,single,university.degree,no,yes,no,cellular,may,mon,1.416666667,1,999,1,failure,-1.77,46.4465,-32.34,2.301,5099.1,0
customer_id_25853,33,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,8.7,1,6,1,success,-0.07,46.6,-29.4,5.122,5195.8,1
customer_id_33914,49,blue-collar,married,basic.4y,no,yes,no,cellular,may,wed,2.95,1,999,1,failure,-1.77,46.4465,-32.34,2.283,5099.1,0
customer_id_15320,41,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,1.883333333,6,999,0,nonexistent,1.43,46.959,-29.89,5.959,5228.1,0
customer_id_9414,42,blue-collar,married,high.school,no,no,no,telephone,jun,fri,0.7,2,999,0,nonexistent,1.43,47.2325,-29.26,5.969,5228.1,0
customer_id_8425,42,services,married,unknown,no,yes,no,telephone,jun,tue,1.183333333,2,999,0,nonexistent,1.43,47.2325,-29.26,5.866,5228.1,0
customer_id_39736,33,technician,divorced,university.degree,no,no,no,cellular,may,wed,2.916666667,3,7,3,success,-1.77,46.938,-28,1.699,5008.7,1
customer_id_23789,55,self-employed,married,university.degree,no,no,no,cellular,aug,fri,0.983333333,3,999,0,nonexistent,1.43,46.722,-25.27,5.965,5228.1,0
customer_id_6070,45,blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,3.7,2,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_10468,38,admin.,married,university.degree,no,unknown,unknown,telephone,jun,mon,6.25,2,999,0,nonexistent,1.43,47.2325,-29.26,5.962,5228.1,0
customer_id_2090,50,services,married,high.school,no,no,no,telephone,may,mon,13.13333333,2,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_5677,33,admin.,single,university.degree,no,no,no,telephone,may,mon,3.95,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_35605,44,technician,single,university.degree,no,no,yes,cellular,may,mon,0.15,5,999,0,nonexistent,-1.77,46.4465,-32.34,2.246,5099.1,0
customer_id_34534,34,management,single,university.degree,no,no,no,cellular,may,thu,2.7,4,999,1,failure,-1.77,46.4465,-32.34,2.268,5099.1,0
customer_id_7051,42,management,single,university.degree,no,no,no,telephone,may,thu,2.983333333,2,999,0,nonexistent,1.13,46.997,-25.48,5.862,5191,0
customer_id_18638,38,admin.,single,university.degree,no,yes,no,cellular,jul,thu,12.4,8,999,0,nonexistent,1.43,46.959,-29.89,5.97,5228.1,0
customer_id_27189,46,housemaid,married,high.school,no,no,no,cellular,nov,fri,2.4,6,999,1,failure,-0.07,46.6,-29.4,5.023,5195.8,0
customer_id_3901,41,self-employed,married,basic.4y,unknown,no,no,telephone,may,mon,2.983333333,4,999,0,nonexistent,1.13,46.997,-25.48,5.86,5191,0
customer_id_30847,39,management,single,university.degree,no,yes,no,cellular,may,tue,0.7,1,999,1,failure,-1.77,46.4465,-32.34,2.346,5099.1,0
customer_id_33967,36,admin.,married,university.degree,no,yes,no,cellular,may,wed,1.333333333,2,999,0,nonexistent,-1.77,46.4465,-32.34,2.283,5099.1,0
customer_id_17837,45,housemaid,married,basic.4y,no,no,no,telephone,jul,tue,1.35,2,999,0,nonexistent,1.43,46.959,-29.89,5.963,5228.1,0
customer_id_11510,54,admin.,divorced,university.degree,no,yes,no,telephone,jun,fri,4.083333333,3,999,0,nonexistent,1.43,47.2325,-29.26,5.961,5228.1,0
customer_id_31887,52,admin.,married,basic.9y,no,no,no,cellular,may,thu,1.583333333,6,999,0,nonexistent,-1.77,46.4465,-32.34,2.329,5099.1,0
customer_id_36838,31,admin.,single,high.school,no,yes,yes,cellular,jun,mon,1.483333333,2,999,0,nonexistent,-2.87,46.4815,-28.56,2.262,5076.2,1
customer_id_14158,51,technician,married,university.degree,unknown,yes,no,cellular,jul,mon,5.55,2,999,0,nonexistent,1.43,46.959,-29.89,5.964,5228.1,0
customer_id_33631,57,management,married,basic.4y,no,yes,yes,cellular,may,wed,18.46666667,3,999,0,nonexistent,-1.77,46.4465,-32.34,2.283,5099.1,0
customer_id_31258,31,blue-collar,married,basic.9y,no,no,yes,cellular,may,wed,13.95,1,999,0,nonexistent,-1.77,46.4465,-32.34,2.336,5099.1,1
customer_id_40827,29,admin.,single,high.school,no,no,no,telephone,sep,mon,0.1,1,999,0,nonexistent,-1.07,47.0995,-26.25,1.881,4963.6,0
customer_id_5628,31,technician,married,university.degree,no,yes,no,telephone,may,mon,1.5,4,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_6234,51,admin.,divorced,high.school,no,yes,no,telephone,may,tue,2.366666667,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_9625,56,unemployed,single,basic.6y,no,yes,yes,telephone,jun,mon,1.516666667,1,999,0,nonexistent,1.43,47.2325,-29.26,5.963,5228.1,0
customer_id_22799,55,housemaid,married,unknown,no,no,no,cellular,aug,mon,1.766666667,2,999,0,nonexistent,1.43,46.722,-25.27,5.967,5228.1,0
customer_id_17802,53,technician,married,professional.course,no,yes,no,cellular,jul,tue,4.133333333,2,999,0,nonexistent,1.43,46.959,-29.89,5.963,5228.1,0
customer_id_23302,49,technician,divorced,high.school,no,yes,no,cellular,aug,wed,1.45,3,999,0,nonexistent,1.43,46.722,-25.27,5.966,5228.1,0
customer_id_7534,28,technician,married,professional.course,no,no,no,telephone,may,fri,0.983333333,1,999,0,nonexistent,1.13,46.997,-25.48,5.866,5191,0
customer_id_16290,49,blue-collar,single,unknown,unknown,yes,no,cellular,jul,tue,3.55,5,999,0,nonexistent,1.43,46.959,-29.89,5.963,5228.1,0
customer_id_18808,50,technician,married,professional.course,unknown,no,yes,cellular,jul,thu,0.1,10,999,0,nonexistent,1.43,46.959,-29.89,5.97,5228.1,0
customer_id_13143,35,services,married,basic.9y,unknown,yes,no,cellular,jul,wed,2.216666667,2,999,0,nonexistent,1.43,46.959,-29.89,5.964,5228.1,0
customer_id_40684,29,admin.,single,university.degree,no,no,no,cellular,sep,thu,2.783333333,3,3,1,success,-1.07,47.0995,-26.25,1.881,4963.6,1
customer_id_2141,53,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,7.833333333,1,999,0,nonexistent,1.13,46.997,-25.48,5.859,5191,0
customer_id_34089,43,blue-collar,married,unknown,no,yes,yes,cellular,may,wed,10.2,2,999,0,nonexistent,-1.77,46.4465,-32.34,2.283,5099.1,0
customer_id_24525,41,unemployed,married,university.degree,unknown,yes,no,cellular,nov,mon,1.233333333,1,999,1,failure,-0.07,46.6,-29.4,5.193,5195.8,0
customer_id_38539,64,retired,married,high.school,no,no,no,cellular,oct,wed,3.45,1,6,1,success,-3.37,46.2155,-18.83,1.726,5017.5,1
customer_id_26412,46,admin.,married,university.degree,no,yes,no,cellular,nov,thu,2.45,1,999,0,nonexistent,-0.07,46.6,-29.4,5.078,5195.8,0
customer_id_14768,29,services,married,high.school,no,no,no,cellular,jul,wed,2.516666667,4,999,0,nonexistent,1.43,46.959,-29.89,5.959,5228.1,0
customer_id_38586,26,blue-collar,married,basic.9y,no,yes,no,cellular,oct,fri,2.666666667,1,999,0,nonexistent,-3.37,46.2155,-18.83,1.722,5017.5,0
customer_id_38251,50,admin.,married,basic.6y,no,no,no,cellular,oct,tue,1.016666667,1,999,0,nonexistent,-3.37,46.2155,-18.83,1.744,5017.5,0
customer_id_27637,35,admin.,single,professional.course,no,yes,no,telephone,nov,fri,4,2,999,0,nonexistent,-0.07,46.6,-29.4,5.023,5195.8,0
customer_id_28737,35,blue-collar,divorced,basic.9y,unknown,no,no,cellular,apr,thu,2.15,1,999,0,nonexistent,-1.77,46.5375,-32.97,2.412,5099.1,0
customer_id_27316,54,technician,married,professional.course,no,yes,no,cellular,nov,fri,1.066666667,1,999,1,failure,-0.07,46.6,-29.4,5.023,5195.8,0
customer_id_27619,53,technician,married,professional.course,unknown,no,no,cellular,nov,fri,4.683333333,2,999,1,failure,-0.07,46.6,-29.4,5.023,5195.8,0
